month,state,permit,handgun,long_gun,other,multiple,totals
2017-04-01,Texas,21593,44994,28015,3098,2442,109961
2017-04-01,Utah,14872,3917,3302,226,0,23177
2017-04-01,Vermont,0,1855,1720,124,105,3818
2017-04-01,Virginia,1074,29480,16844,1227,0,48631
2017-04-01,Washington,13564,17120,10659,1750,630,47895
2017-04-01,West Virginia,2267,6723,5263,257,365,16988
2017-04-01,Wisconsin,14511,16700,13302,873,46,45872
2017-04-01,Wyoming,382,1633,1711,108,85,4269
2017-03-01,Alabama,27666,10603,6951,313,387,48769
2017-03-01,Alaska,362,3067,2640,242,184,6971
2017-03-01,Arizona,9556,14897,9036,1120,738,38170
2017-03-01,Arkansas,4775,7907,6010,281,454,23290
2017-03-01,California,65892,48732,27839,3032,0,146592
2017-03-01,Colorado,7030,21249,14378,1528,1181,45645
2017-03-01,Connecticut,8575,7476,2551,182,0,18787
2017-03-01,Delaware,835,2557,1677,95,110,5527
2017-03-01,Florida,26986,60787,23982,3609,2176,122716
2017-03-01,Georgia,23394,19256,9518,533,676,57235
2017-03-01,Hawaii,1086,0,0,0,0,1090
2017-03-01,Idaho,5620,4500,4944,289,243,16675
2017-03-01,Illinois,911,30518,14411,0,1207,163728
2017-03-01,Indiana,33324,28593,14363,1575,793,79624
2017-03-01,Iowa,16295,316,3137,62,4,20026
2017-03-01,Kansas,2492,7712,5522,558,360,17891
2017-03-01,Kentucky,370113,13769,8992,347,645,397959
2017-03-01,Louisiana,2963,13973,8092,988,762,29310
2017-03-01,Maine,949,4558,3286,305,197,9632
2017-03-01,Maryland,4056,5398,5737,292,21,15769
2017-03-01,Massachusetts,9541,7274,3421,464,185,21059
2017-03-01,Michigan,25819,16031,11103,617,273,54452
2017-03-01,Minnesota,48301,14029,12988,1131,518,77749
2017-03-01,Mississippi,2558,11586,6508,344,465,24421
2017-03-01,Missouri,1253,27625,17931,1537,1286,52928
2017-03-01,Montana,2182,3615,4584,299,281,12396
2017-03-01,Nebraska,5011,176,1984,24,7,7337
2017-03-01,Nevada,3754,6038,3219,298,301,14158
2017-03-01,New Hampshire,2480,7278,3462,227,3,13529
2017-03-01,New Jersey,0,6871,3864,258,0,10993
2017-03-01,New Mexico,1467,6752,4571,524,374,14963
2017-03-01,New York,3138,12788,15591,1245,204,35608
2017-03-01,North Carolina,34178,1669,13837,875,261,55574
2017-03-01,North Dakota,1614,2013,2371,124,70,6461
2017-03-01,Ohio,17130,37474,19925,2384,1481,81153
2017-03-01,Oklahoma,0,14157,10065,1118,977,30518
2017-03-01,Oregon,1638,17177,13521,0,0,32423
2017-03-01,Pennsylvania,32238,61207,15836,86,0,110334
2017-03-01,Rhode Island,0,1424,791,83,223,2553
2017-03-01,South Carolina,19015,13284,6749,680,691,43113
2017-03-01,South Dakota,1773,3361,3686,342,238,9770
2017-03-01,Tennessee,27766,29369,15922,1526,0,74655
2017-03-01,Texas,33412,55983,34308,3702,2846,144270
2017-03-01,Utah,17259,4401,4010,284,0,26941
2017-03-01,Vermont,0,2007,1793,125,109,4051
2017-03-01,Virginia,529,29873,17754,1193,0,49368
2017-03-01,Washington,16813,20308,12740,2224,735,58069
2017-03-01,West Virginia,2951,8887,6616,324,523,22529
2017-03-01,Wisconsin,20393,19864,16763,1105,41,58739
2017-03-01,Wyoming,534,2017,2038,134,124,5315
2017-02-01,Alabama,23900,10739,7028,291,505,46251
2017-02-01,Alaska,137,2857,2102,191,180,5917
2017-02-01,Arizona,7938,15642,8881,984,821,37388
2017-02-01,Arkansas,3220,7974,5938,237,590,22548
2017-02-01,California,56533,44363,24987,2898,0,129885
2017-02-01,Colorado,6447,20958,13477,1235,1240,43577
2017-02-01,Connecticut,6436,6445,2187,138,0,15209
2017-02-01,Delaware,692,2342,1663,64,102,5066
2017-02-01,Florida,23617,59201,23479,2928,2187,117892
2017-02-01,Georgia,18666,19007,9334,454,863,53177
2017-02-01,Hawaii,1035,0,0,0,0,1037
2017-02-01,Idaho,5342,4051,3904,230,227,14936
2017-02-01,Illinois,11166,27418,12635,0,1002,139697
2017-02-01,Indiana,92422,27343,13221,1288,814,136193
2017-02-01,Iowa,12039,318,2403,34,12,15025
2017-02-01,Kansas,3179,8082,5501,511,430,19211
2017-02-01,Kentucky,283492,14975,8636,253,1044,313748
2017-02-01,Louisiana,3184,12698,7601,846,668,27684
2017-02-01,Maine,696,3758,2544,227,169,7731
2017-02-01,Maryland,3812,4925,5534,213,45,14852
2017-02-01,Massachusetts,8255,6280,2901,404,156,18130
2017-02-01,Michigan,21600,15564,9804,553,263,48382
2017-02-01,Minnesota,38315,12047,9641,791,375,62051
2017-02-01,Mississippi,1966,11285,6045,279,580,24043
2017-02-01,Missouri,1001,26726,16012,1393,1477,50850
2017-02-01,Montana,1911,2912,3429,177,309,10386
2017-02-01,Nebraska,4867,171,1937,19,6,7122
2017-02-01,Nevada,2158,5644,2732,301,308,11765
2017-02-01,New Hampshire,2855,6092,3098,156,2,12282
2017-02-01,New Jersey,0,5904,3481,216,0,9601
2017-02-01,New Mexico,1230,7032,4632,400,509,15364
2017-02-01,New York,2794,11465,14080,1128,179,31910
2017-02-01,North Carolina,29573,1410,13488,780,415,51627
2017-02-01,North Dakota,1764,1807,2213,83,77,6193
2017-02-01,Ohio,12784,36244,18068,2030,1583,74257
2017-02-01,Oklahoma,0,14051,9769,933,1211,30840
2017-02-01,Oregon,972,16425,11726,0,0,29183
2017-02-01,Pennsylvania,27792,54107,12734,37,0,95585
2017-02-01,Rhode Island,0,1278,731,94,209,2354
2017-02-01,South Carolina,17148,12510,6324,637,2679,41969
2017-02-01,South Dakota,1662,3569,3533,287,170,9754
2017-02-01,Tennessee,19252,31982,16425,1559,0,69264
2017-02-01,Texas,23960,56786,33238,3083,3523,137470
2017-02-01,Utah,14815,4371,4252,262,0,24889
2017-02-01,Vermont,0,1885,1538,104,59,3594
2017-02-01,Virginia,838,28434,16587,1170,0,47038
2017-02-01,Washington,13432,18785,11860,2185,842,52154
2017-02-01,West Virginia,2274,8917,6203,281,668,22449
2017-02-01,Wisconsin,18733,18147,12247,858,57,50720
2017-02-01,Wyoming,330,1839,1646,123,113,4554
2017-01-01,Alabama,25093,6770,6572,301,278,41542
2017-01-01,Alaska,185,2028,1631,187,127,4500
2017-01-01,Arizona,8117,12108,7353,951,550,31366
2017-01-01,Arkansas,2512,5174,5278,242,313,16762
2017-01-01,California,62397,41516,22686,2898,0,130365
2017-01-01,Colorado,5619,17189,11864,1128,982,37047
2017-01-01,Connecticut,6706,6133,2115,118,0,15073
2017-01-01,Delaware,736,1815,1466,81,57,4299
2017-01-01,Florida,21675,51599,21867,3129,1816,104576
2017-01-01,Georgia,20369,12519,7945,460,376,44615
2017-01-01,Hawaii,864,0,0,0,0,866
2017-01-01,Idaho,4469,2617,3049,207,122,11146
2017-01-01,Illinois,23670,24594,11185,0,767,138008
2017-01-01,Indiana,45206,21284,11456,1261,607,80412
2017-01-01,Iowa,12527,180,2015,40,4,15707
2017-01-01,Kansas,2643,5798,4969,434,262,15049
2017-01-01,Kentucky,325954,9743,6700,292,397,345924
2017-01-01,Louisiana,5210,10709,8701,819,472,27709
2017-01-01,Maine,692,3094,2447,260,142,6865
2017-01-01,Maryland,3214,4456,5254,185,24,13368
2017-01-01,Massachusetts,10394,6069,2871,379,154,19996
2017-01-01,Michigan,20253,10181,7490,527,154,39067
2017-01-01,Minnesota,66895,9389,7266,851,319,85322
2017-01-01,Mississippi,1914,6805,5592,298,248,17113
2017-01-01,Missouri,975,20123,13512,1257,857,39098
2017-01-01,Montana,1859,2015,2748,172,139,7994
2017-01-01,Nebraska,4237,141,1673,26,3,6205
2017-01-01,Nevada,2518,4235,2361,279,226,10013
2017-01-01,New Hampshire,3583,5332,2836,142,6,12067
2017-01-01,New Jersey,0,5719,3355,200,0,9274
2017-01-01,New Mexico,980,4781,3641,394,233,10966
2017-01-01,New York,3479,11059,13412,1062,171,31567
2017-01-01,North Carolina,29898,1073,11218,802,188,46548
2017-01-01,North Dakota,1315,1370,1892,113,68,4933
2017-01-01,Ohio,11790,27124,15070,1696,995,58574
2017-01-01,Oklahoma,0,10811,8883,1004,705,24547
2017-01-01,Oregon,1097,12071,8985,0,0,22210
2017-01-01,Pennsylvania,30105,44199,10689,50,0,85948
2017-01-01,Rhode Island,0,1196,687,78,160,2147
2017-01-01,South Carolina,13868,9374,5678,788,525,31829
2017-01-01,South Dakota,1695,2371,2803,303,133,7614
2017-01-01,Tennessee,45857,23009,13583,1109,0,83613
2017-01-01,Texas,28501,42697,31314,3040,2176,117903
2017-01-01,Utah,11312,3031,2961,233,0,18314
2017-01-01,Vermont,0,1338,1214,74,60,2691
2017-01-01,Virginia,846,21375,14319,820,0,37369
2017-01-01,Washington,14089,15595,9913,1897,525,46027
2017-01-01,West Virginia,2063,5837,4995,272,344,15772
2017-01-01,Wisconsin,24323,12346,8888,758,29,46775
2017-01-01,Wyoming,449,1329,1433,109,73,3705
2016-12-01,Alabama,26996,13733,17519,376,533,62014
2016-12-01,Alaska,254,4087,3698,243,191,8786
2016-12-01,Arizona,8900,18024,13785,1180,703,44887
2016-12-01,Arkansas,3294,9192,13433,277,385,29926
2016-12-01,California,61808,63649,93224,77929,0,298161
2016-12-01,Colorado,5333,25905,21134,1428,1426,55428
2016-12-01,Connecticut,6527,8003,3153,119,0,17825
2016-12-01,Delaware,320,2689,2981,126,117,6356
2016-12-01,Florida,24096,69842,39880,3488,2595,144983
2016-12-01,Georgia,16891,23875,22613,598,844,68269
2016-12-01,Hawaii,1139,0,0,0,0,1141
2016-12-01,Idaho,3292,5471,7074,206,210,17034
2016-12-01,Illinois,17509,29658,17164,0,1031,137994
2016-12-01,Indiana,40729,30248,21688,1546,911,95672
2016-12-01,Iowa,12486,391,4822,22,3,18090
2016-12-01,Kansas,1368,8494,10473,450,415,22282
2016-12-01,Kentucky,358510,17311,16766,371,673,397059
2016-12-01,Louisiana,6268,18412,22848,992,901,51493
2016-12-01,Maine,442,4641,4713,322,187,10528
2016-12-01,Maryland,3687,4925,8870,211,33,17984
2016-12-01,Massachusetts,8192,7050,3884,392,197,19842
2016-12-01,Michigan,17469,14879,14328,550,245,47834
2016-12-01,Minnesota,32841,12431,12851,930,426,60056
2016-12-01,Mississippi,1771,13168,17231,366,529,36091
2016-12-01,Missouri,1167,29770,27013,1507,1234,63289
2016-12-01,Montana,1408,3822,5832,164,220,12610
2016-12-01,Nebraska,4704,268,3697,27,6,8790
2016-12-01,Nevada,2216,6783,4696,313,411,14889
2016-12-01,New Hampshire,3160,6625,4225,183,1,14305
2016-12-01,New Jersey,0,5394,4979,204,0,10577
2016-12-01,New Mexico,1079,7484,7149,467,331,17518
2016-12-01,New York,2469,12074,22585,1029,248,40292
2016-12-01,North Carolina,29463,2163,28023,907,285,65145
2016-12-01,North Dakota,1189,1799,2927,108,81,6261
2016-12-01,Ohio,11781,40996,29641,1877,1531,88178
2016-12-01,Oklahoma,0,17990,19418,1126,1060,43082
2016-12-01,Oregon,777,18931,16010,0,0,35754
2016-12-01,Pennsylvania,28180,64220,18688,40,0,111913
2016-12-01,Rhode Island,0,1283,953,72,210,2542
2016-12-01,South Carolina,9634,15600,14782,809,425,43044
2016-12-01,South Dakota,1238,3525,5131,299,220,10739
2016-12-01,Tennessee,5124,36917,30997,1807,0,74884
2016-12-01,Texas,24494,69163,69272,3641,3208,181572
2016-12-01,Utah,12544,6428,9257,341,0,29485
2016-12-01,Vermont,0,1802,1998,99,74,3977
2016-12-01,Virginia,1145,32572,27619,1308,0,62649
2016-12-01,Washington,14178,21835,16484,1949,706,59181
2016-12-01,West Virginia,1465,10869,11628,338,543,27242
2016-12-01,Wisconsin,24129,16521,15036,818,37,56928
2016-12-01,Wyoming,437,2540,2984,110,119,6560
2016-11-01,Alabama,22628,10214,13470,388,599,50477
2016-11-01,Alaska,254,3396,4019,316,249,8514
2016-11-01,Arizona,8398,14850,11994,1288,829,39722
2016-11-01,Arkansas,2755,7226,11866,268,449,26901
2016-11-01,California,53278,56932,82554,30133,0,224039
2016-11-01,Colorado,7129,24052,19794,1658,1553,54418
2016-11-01,Connecticut,6766,7063,3258,135,0,17223
2016-11-01,Delaware,261,2490,2751,124,106,5791
2016-11-01,Florida,25377,62351,35718,3676,2701,134638
2016-11-01,Georgia,19019,18011,16759,556,803,58723
2016-11-01,Hawaii,1347,0,0,0,0,1347
2016-11-01,Idaho,1660,4711,6175,325,232,13965
2016-11-01,Illinois,26250,28463,19005,0,1206,161604
2016-11-01,Indiana,40805,25246,23336,1521,912,92535
2016-11-01,Iowa,12788,399,5112,38,13,18540
2016-11-01,Kansas,2459,8136,9854,537,493,22646
2016-11-01,Kentucky,297507,12847,14844,329,640,330444
2016-11-01,Louisiana,2928,14674,18349,938,850,39979
2016-11-01,Maine,533,4135,5097,283,196,10506
2016-11-01,Maryland,2214,5356,9509,220,38,17647
2016-11-01,Massachusetts,9009,7117,4783,350,197,21581
2016-11-01,Michigan,20528,15803,18241,656,333,56137
2016-11-01,Minnesota,32676,12338,15597,907,444,62666
2016-11-01,Mississippi,2052,9382,13481,356,528,29113
2016-11-01,Missouri,1504,23719,26338,1473,1297,57501
2016-11-01,Montana,1621,3093,5546,233,231,12074
2016-11-01,Nebraska,5008,216,3688,22,12,9086
2016-11-01,Nevada,2595,6338,4291,352,436,14476
2016-11-01,New Hampshire,3814,6283,4822,237,4,15256
2016-11-01,New Jersey,0,5398,5720,199,0,11317
2016-11-01,New Mexico,1019,6153,6034,490,356,15116
2016-11-01,New York,3702,11157,25229,1245,248,43009
2016-11-01,North Carolina,29034,1709,23215,939,262,59658
2016-11-01,North Dakota,720,1827,3546,104,98,6494
2016-11-01,Ohio,12670,37304,32312,1977,1694,88928
2016-11-01,Oklahoma,0,16348,17019,1274,1088,40123
2016-11-01,Oregon,831,17013,15711,0,0,33555
2016-11-01,Pennsylvania,30800,66188,20487,42,0,118378
2016-11-01,Rhode Island,0,1271,1065,94,201,2658
2016-11-01,South Carolina,12216,12839,11547,616,558,39711
2016-11-01,South Dakota,1501,3456,5677,374,209,11622
2016-11-01,Tennessee,17474,29502,25976,1719,0,74722
2016-11-01,Texas,23199,58778,56057,3610,3760,157519
2016-11-01,Utah,13500,5232,7021,374,0,26928
2016-11-01,Vermont,0,1342,1975,109,73,3503
2016-11-01,Virginia,695,29544,26823,1298,0,58362
2016-11-01,Washington,13926,19534,16266,2243,808,56963
2016-11-01,West Virginia,1786,7824,11134,333,465,25378
2016-11-01,Wisconsin,26474,17580,19631,883,34,65277
2016-11-01,Wyoming,393,2097,2691,136,125,5814
2016-10-01,Alabama,22979,7757,8865,403,429,43251
2016-10-01,Alaska,336,3906,3949,347,274,9383
2016-10-01,Arizona,8072,12405,9382,1224,681,34134
2016-10-01,Arkansas,4005,5607,8235,309,373,22709
2016-10-01,California,60578,45785,54333,19226,0,180968
2016-10-01,Colorado,4751,20343,16962,1701,1329,45337
2016-10-01,Connecticut,6827,6374,2698,148,0,16048
2016-10-01,Delaware,1317,2070,2082,119,107,5757
2016-10-01,Florida,23891,50003,27010,3908,2302,111657
2016-10-01,Georgia,17189,13799,12262,592,664,48308
2016-10-01,Hawaii,1268,0,0,0,0,1277
2016-10-01,Idaho,2895,3913,5787,270,208,14160
2016-10-01,Illinois,20563,33986,14739,0,1090,169348
2016-10-01,Indiana,30950,21058,16857,1725,829,72085
2016-10-01,Iowa,10955,221,3557,25,11,14908
2016-10-01,Kansas,2283,6527,6775,534,418,17656
2016-10-01,Kentucky,354387,10111,10030,354,519,378973
2016-10-01,Louisiana,3103,11865,13673,1043,679,32820
2016-10-01,Maine,567,4320,6926,319,435,12954
2016-10-01,Maryland,2866,4280,6786,180,32,14405
2016-10-01,Massachusetts,8761,6415,3680,344,198,19500
2016-10-01,Michigan,18470,12680,13539,618,287,49099
2016-10-01,Minnesota,38403,11394,18553,1024,511,70854
2016-10-01,Mississippi,2004,7564,8323,350,406,21433
2016-10-01,Missouri,1921,21994,20919,1633,1196,50651
2016-10-01,Montana,1523,3035,6689,213,271,13411
2016-10-01,Nebraska,4705,144,2817,24,8,7834
2016-10-01,Nevada,1726,5614,3471,350,378,12026
2016-10-01,New Hampshire,4062,5968,4672,258,4,15045
2016-10-01,New Jersey,0,5391,4567,217,0,10175
2016-10-01,New Mexico,883,5449,4826,470,282,13089
2016-10-01,New York,3941,10820,21094,1117,219,37907
2016-10-01,North Carolina,26407,1353,15980,1042,217,49372
2016-10-01,North Dakota,676,1674,4451,125,113,7283
2016-10-01,Ohio,12693,30593,21991,2592,1521,71864
2016-10-01,Oklahoma,0,11560,11325,1127,852,28578
2016-10-01,Oregon,787,14749,13412,0,0,28948
2016-10-01,Pennsylvania,29248,56836,16223,40,0,103095
2016-10-01,Rhode Island,0,1162,950,94,214,2448
2016-10-01,South Carolina,11817,9270,7797,598,396,31780
2016-10-01,South Dakota,1629,3127,6859,368,242,12670
2016-10-01,Tennessee,12980,23542,18514,1485,74,56652
2016-10-01,Texas,34700,46518,44519,3763,2901,144467
2016-10-01,Utah,13883,3588,4603,345,0,23339
2016-10-01,Vermont,0,1485,2099,99,84,3769
2016-10-01,Virginia,816,24337,20433,1269,0,46862
2016-10-01,Washington,15570,18601,15455,2650,745,57746
2016-10-01,West Virginia,1937,6721,7737,353,405,20035
2016-10-01,Wisconsin,28980,15514,17376,946,52,63442
2016-10-01,Wyoming,534,1709,2307,127,116,5228
2016-09-01,Alabama,22014,7125,8449,319,372,41336
2016-09-01,Alaska,306,2654,3126,180,181,6867
2016-09-01,Arizona,8641,11769,8951,1086,639,33390
2016-09-01,Arkansas,3300,4802,6284,231,324,18826
2016-09-01,California,62196,39213,43015,13548,0,159077
2016-09-01,Colorado,5593,17390,14521,1143,1136,40013
2016-09-01,Connecticut,6953,5424,2472,104,0,14955
2016-09-01,Delaware,291,1759,1894,76,84,4160
2016-09-01,Florida,24431,45848,22439,3359,1891,102843
2016-09-01,Georgia,14745,12258,9766,456,513,41621
2016-09-01,Hawaii,1237,0,0,0,0,1247
2016-09-01,Idaho,2726,3124,5230,234,211,12611
2016-09-01,Illinois,17365,20298,11876,0,773,127535
2016-09-01,Indiana,30423,17402,13402,1291,636,63820
2016-09-01,Iowa,9095,154,2694,26,8,12094
2016-09-01,Kansas,1748,4903,5614,371,288,14051
2016-09-01,Kentucky,276744,8917,8172,257,590,298753
2016-09-01,Louisiana,2914,12875,13747,768,790,33656
2016-09-01,Maine,660,3841,5203,222,298,10550
2016-09-01,Maryland,2659,3626,5428,135,20,12161
2016-09-01,Massachusetts,8095,5584,3210,327,150,17481
2016-09-01,Michigan,15152,10056,11311,477,235,41363
2016-09-01,Minnesota,30783,9548,16213,695,413,58507
2016-09-01,Mississippi,2554,6904,6592,276,377,19705
2016-09-01,Missouri,2907,17808,15528,1323,949,41437
2016-09-01,Montana,1355,2702,5404,167,227,11479
2016-09-01,Nebraska,3682,104,2144,19,4,6099
2016-09-01,Nevada,2386,4281,2764,262,272,10434
2016-09-01,New Hampshire,4131,5100,3766,184,4,13329
2016-09-01,New Jersey,0,5249,3864,196,0,9309
2016-09-01,New Mexico,927,4793,4277,368,286,11867
2016-09-01,New York,4362,9700,17804,884,208,33599
2016-09-01,North Carolina,25994,1068,14018,722,245,46452
2016-09-01,North Dakota,819,1273,3381,99,84,5883
2016-09-01,Ohio,11166,24297,18038,1573,1121,58828
2016-09-01,Oklahoma,0,9638,10003,860,819,25309
2016-09-01,Oregon,114,13325,13046,0,0,26487
2016-09-01,Pennsylvania,26936,46101,12697,31,0,86424
2016-09-01,Rhode Island,0,1031,767,62,168,2052
2016-09-01,South Carolina,10337,8725,7088,483,352,28988
2016-09-01,South Dakota,1335,2530,4663,178,179,9284
2016-09-01,Tennessee,11512,20721,15120,0,1141,48546
2016-09-01,Texas,29142,37858,42308,2888,2436,126694
2016-09-01,Utah,11262,2918,4440,278,0,19914
2016-09-01,Vermont,0,1233,1701,96,96,3130
2016-09-01,Virginia,804,20325,16687,954,0,38779
2016-09-01,Washington,12021,15261,13621,2203,684,48147
2016-09-01,West Virginia,1686,6122,6495,256,436,18079
2016-09-01,Wisconsin,30268,13271,14796,691,33,59639
2016-09-01,Wyoming,699,1521,2207,90,98,5086
2016-08-01,Alabama,22987,8243,7808,352,384,42455
2016-08-01,Alaska,183,2725,3484,183,202,7194
2016-08-01,Arizona,8752,12069,8601,1084,617,33422
2016-08-01,Arkansas,5990,5666,6108,207,333,21692
2016-08-01,California,75535,43344,43552,13186,0,176770
2016-08-01,Colorado,6238,18116,14054,1204,1078,40996
2016-08-01,Connecticut,13217,9929,3941,230,0,27353
2016-08-01,Delaware,705,1662,1562,96,80,4169
2016-08-01,Florida,31652,49867,23359,3572,1877,114446
2016-08-01,Georgia,18136,12627,9187,556,513,44370
2016-08-01,Hawaii,1298,0,0,0,0,1305
2016-08-01,Idaho,2919,3194,4214,177,187,11635
2016-08-01,Illinois,17735,60745,30602,0,1963,185912
2016-08-01,Indiana,44252,18906,13606,1238,596,79202
2016-08-01,Iowa,9861,182,2345,22,3,12518
2016-08-01,Kansas,1581,4987,5437,404,283,13770
2016-08-01,Kentucky,9579,8842,7187,281,445,29746
2016-08-01,Louisiana,3231,13082,10527,971,845,30716
2016-08-01,Maine,615,3294,3546,239,172,8204
2016-08-01,Maryland,2761,4249,5109,89,23,12510
2016-08-01,Massachusetts,8977,5601,2915,340,190,18138
2016-08-01,Michigan,16743,10650,9117,458,202,41493
2016-08-01,Minnesota,28620,9391,11884,694,381,51700
2016-08-01,Mississippi,2524,11193,9085,412,600,26351
2016-08-01,Missouri,5318,18394,15365,1418,953,44182
2016-08-01,Montana,1483,2882,4487,162,224,10672
2016-08-01,Nebraska,4257,126,1805,19,2,6405
2016-08-01,Nevada,2256,4676,2629,246,274,10520
2016-08-01,New Hampshire,3629,4732,3421,182,8,12039
2016-08-01,New Jersey,0,5541,3962,225,0,9728
2016-08-01,New Mexico,1141,5170,4224,316,321,12341
2016-08-01,New York,4135,10716,14278,961,187,30808
2016-08-01,North Carolina,28076,1208,12513,755,180,46518
2016-08-01,North Dakota,1216,1284,2601,92,69,5461
2016-08-01,Ohio,13656,26261,17526,1626,1160,62418
2016-08-01,Oklahoma,0,10881,9762,1008,788,25927
2016-08-01,Oregon,71,12661,10173,0,0,22911
2016-08-01,Pennsylvania,27897,46155,11700,4,0,86652
2016-08-01,Rhode Island,0,1039,770,104,145,2090
2016-08-01,South Carolina,13000,8828,6906,494,330,31389
2016-08-01,South Dakota,1259,2387,3559,202,133,7873
2016-08-01,Tennessee,18828,22737,16198,0,1190,60971
2016-08-01,Texas,25803,42302,40269,3137,2347,124608
2016-08-01,Utah,13405,2917,3503,277,0,21178
2016-08-01,Vermont,0,1269,1296,108,47,2724
2016-08-01,Virginia,776,21108,15802,978,0,38667
2016-08-01,Washington,14063,15083,11376,1622,606,46645
2016-08-01,West Virginia,1948,6916,5283,243,345,17315
2016-08-01,Wisconsin,25551,14764,12079,709,43,53689
2016-08-01,Wyoming,906,1721,2079,105,96,5295
2016-07-01,Alabama,27765,10132,7392,538,465,48927
2016-07-01,Alaska,215,2898,2816,239,165,6793
2016-07-01,Arizona,7863,13693,8643,1283,642,34496
2016-07-01,Arkansas,4116,6323,5053,325,367,19378
2016-07-01,California,77962,46361,47594,17297,0,190218
2016-07-01,Colorado,6372,18765,15176,1505,1054,43094
2016-07-01,Connecticut,14156,11328,4015,252,0,29755
2016-07-01,Delaware,755,1859,1569,140,74,4494
2016-07-01,Florida,28106,57902,28000,4504,2324,125208
2016-07-01,Georgia,20555,15342,8597,635,632,49183
2016-07-01,Hawaii,1563,0,0,0,0,1565
2016-07-01,Idaho,3606,3592,3576,247,203,12154
2016-07-01,Illinois,125075,21421,11881,0,881,168227
2016-07-01,Indiana,53844,19508,12191,1600,644,88340
2016-07-01,Iowa,9391,186,2227,27,1,11937
2016-07-01,Kansas,1320,6075,4942,462,329,14140
2016-07-01,Kentucky,342858,9378,6615,321,534,363085
2016-07-01,Louisiana,2595,21637,12252,1453,1031,41063
2016-07-01,Maine,540,3426,3026,266,166,7702
2016-07-01,Maryland,2383,3973,5505,105,35,12228
2016-07-01,Massachusetts,7091,6257,5108,1498,439,20480
2016-07-01,Michigan,15869,11308,8095,510,239,40142
2016-07-01,Minnesota,22422,9743,9207,913,373,43368
2016-07-01,Mississippi,1913,10425,6125,436,459,21907
2016-07-01,Missouri,6903,20791,13575,1698,981,46637
2016-07-01,Montana,1356,2894,3882,218,194,9869
2016-07-01,Nebraska,3629,93,1529,27,5,5429
2016-07-01,Nevada,2497,5194,3006,328,308,11785
2016-07-01,New Hampshire,3882,5200,3716,181,3,13068
2016-07-01,New Jersey,0,5708,4155,211,0,10074
2016-07-01,New Mexico,1103,5380,3966,475,300,12219
2016-07-01,New York,3738,10900,13073,1131,204,29513
2016-07-01,North Carolina,25408,1157,12487,1025,215,44123
2016-07-01,North Dakota,1305,1333,2457,116,64,5470
2016-07-01,Ohio,11762,27876,17720,2166,1232,63148
2016-07-01,Oklahoma,0,11750,8792,1139,752,25946
2016-07-01,Oregon,21,14284,10507,0,0,24813
2016-07-01,Pennsylvania,26819,46843,11793,19,0,86137
2016-07-01,Rhode Island,0,1133,951,101,155,2368
2016-07-01,South Carolina,14025,9967,5880,707,361,32730
2016-07-01,South Dakota,1179,2490,3004,277,135,7406
2016-07-01,Tennessee,1915,26276,16118,0,1374,57653
2016-07-01,Texas,24634,50499,34266,4046,2698,127207
2016-07-01,Utah,9754,3381,3328,276,102,17608
2016-07-01,Vermont,0,1293,1201,117,57,2674
2016-07-01,Virginia,1102,24671,16731,1064,0,43574
2016-07-01,Washington,14111,15652,11536,2118,653,47887
2016-07-01,West Virginia,1992,6417,5134,313,403,16791
2016-07-01,Wisconsin,14505,13182,9870,847,38,38922
2016-07-01,Wyoming,597,1619,1769,131,99,4585
2016-06-01,Alabama,24802,9146,7273,555,431,44976
2016-06-01,Alaska,290,2987,3204,286,185,7406
2016-06-01,Arizona,6371,12942,8614,1345,685,32540
2016-06-01,Arkansas,5233,5454,4574,330,333,18779
2016-06-01,California,81628,43042,37512,10673,0,173846
2016-06-01,Colorado,5283,17790,15115,1676,1061,41134
2016-06-01,Connecticut,17183,12011,3974,307,0,33475
2016-06-01,Delaware,1188,1842,1621,125,93,4987
2016-06-01,Florida,28462,55934,29501,5096,2428,125567
2016-06-01,Georgia,16995,13307,7859,649,550,42626
2016-06-01,Hawaii,1743,0,0,0,0,1754
2016-06-01,Idaho,4079,3445,4143,282,192,12947
2016-06-01,Illinois,128545,22277,12787,0,891,164500
2016-06-01,Indiana,61071,18307,11949,1831,674,94326
2016-06-01,Iowa,9899,129,2004,76,8,12209
2016-06-01,Kansas,890,5275,4447,523,306,12364
2016-06-01,Kentucky,340735,8703,6584,438,499,360293
2016-06-01,Louisiana,2088,12082,8428,1161,596,26278
2016-06-01,Maine,763,3433,2943,301,183,7858
2016-06-01,Maryland,2132,4288,4864,138,49,11647
2016-06-01,Massachusetts,7045,5965,3404,990,241,17743
2016-06-01,Michigan,15883,10335,8282,616,227,39580
2016-06-01,Minnesota,27062,8880,9723,1215,433,47916
2016-06-01,Mississippi,1996,7804,4692,346,369,17507
2016-06-01,Missouri,7958,18770,13295,1813,958,45384
2016-06-01,Montana,1614,2968,4379,234,171,10610
2016-06-01,Nebraska,3890,107,1609,15,6,5777
2016-06-01,Nevada,2645,4949,3114,358,279,11771
2016-06-01,New Hampshire,3728,5166,3453,196,6,12661
2016-06-01,New Jersey,0,6266,4294,246,0,10806
2016-06-01,New Mexico,1202,5336,4231,531,300,12560
2016-06-01,New York,4257,10062,12213,1205,200,28472
2016-06-01,North Carolina,26567,1181,11749,943,223,44535
