month,state,permit,handgun,long_gun,other,multiple,totals
2011-08-01,Kentucky,171241,6336,7407,91,561,189671
2011-08-01,Louisiana,0,7465,10194,163,434,20405
2011-08-01,Maine,0,2089,3125,51,141,5647
2011-08-01,Maryland,0,3647,3950,19,11,7885
2011-08-01,Massachusetts,7178,3484,2114,94,122,12992
2011-08-01,Michigan,14639,986,10367,89,27,26445
2011-08-01,Minnesota,9400,5288,10716,154,220,26543
2011-08-01,Mississippi,484,4273,6099,106,256,13706
2011-08-01,Missouri,2652,12579,11701,284,625,30121
2011-08-01,Montana,594,2425,3871,34,207,8782
2011-08-01,Nebraska,2317,85,2189,10,6,4713
2011-08-01,Nevada,1106,4140,3276,0,282,9274
2011-08-01,New Hampshire,2132,2589,2260,12,8,7031
2011-08-01,New Jersey,0,2426,2047,0,80,4554
2011-08-01,New Mexico,552,3758,3518,103,178,9187
2011-08-01,New York,3667,4973,11860,237,79,20848
2011-08-01,North Carolina,13217,245,10475,215,174,28308
2011-08-01,North Dakota,295,1346,2869,26,64,4793
2011-08-01,Ohio,0,17325,13410,345,743,33656
2011-08-01,Oklahoma,0,8132,8191,291,664,20606
2011-08-01,Oregon,13,6591,7234,0,434,14272
2011-08-01,Pennsylvania,264,6,54551,0,132,54953
2011-08-01,Rhode Island,0,686,576,7,98,1367
2011-08-01,South Carolina,5400,5638,5374,108,214,18589
2011-08-01,South Dakota,0,1595,3239,32,115,5338
2011-08-01,Tennessee,4620,13887,12061,0,647,31215
2011-08-01,Texas,10783,30112,35200,865,1708,88889
2011-08-01,Utah,115545,2198,3042,0,126,120911
2011-08-01,Vermont,0,833,1087,16,37,1973
2011-08-01,Virginia,0,12084,10470,0,533,23087
2011-08-01,Washington,8169,10265,8597,422,413,30258
2011-08-01,West Virginia,197,4306,5530,89,308,13269
2011-08-01,Wisconsin,66,8254,10196,124,14,19017
2011-08-01,Wyoming,360,1361,1840,26,85,4110
2011-07-01,Alabama,348,8988,8152,161,451,21394
2011-07-01,Alaska,0,2146,2457,61,132,5228
2011-07-01,Arizona,2864,7367,4997,244,319,17393
2011-07-01,Arkansas,2161,3504,3806,46,244,12443
2011-07-01,California,19266,21925,21196,0,0,62387
2011-07-01,Colorado,0,10070,8781,0,3260,22111
2011-07-01,Connecticut,7549,3390,2501,76,0,13519
2011-07-01,Delaware,0,737,561,18,31,1348
2011-07-01,Florida,0,27240,13412,0,1455,44259
2011-07-01,Georgia,6524,7543,5779,138,324,23438
2011-07-01,Hawaii,1001,0,0,0,0,1001
2011-07-01,Idaho,1510,1798,2685,46,105,7019
2011-07-01,Illinois,41386,8812,7396,0,505,58099
2011-07-01,Indiana,2082,8622,6938,240,335,18687
2011-07-01,Iowa,5939,37,1812,17,3,7925
2011-07-01,Kansas,1370,3629,3734,111,215,9855
2011-07-01,Kentucky,169071,5763,5421,74,390,184356
2011-07-01,Louisiana,0,7296,6809,175,311,16513
2011-07-01,Maine,0,1952,2629,36,122,4989
2011-07-01,Maryland,0,3086,3197,23,18,6505
2011-07-01,Massachusetts,6377,3114,1600,87,101,11285
2011-07-01,Michigan,12736,1040,6613,100,22,20783
2011-07-01,Minnesota,6737,4214,6233,150,164,18160
2011-07-01,Mississippi,376,3772,3919,78,228,10757
2011-07-01,Missouri,1963,11070,8276,289,462,24059
2011-07-01,Montana,531,2157,3281,44,171,7591
2011-07-01,Nebraska,1784,56,1331,7,2,3262
2011-07-01,Nevada,1243,3816,2804,0,213,8504
2011-07-01,New Hampshire,2200,2411,1990,16,4,6643
2011-07-01,New Jersey,0,2449,1754,0,80,4283
2011-07-01,New Mexico,632,3167,2890,80,262,8027
2011-07-01,New York,2831,4069,8408,212,75,15609
2011-07-01,North Carolina,10918,242,7556,169,139,22879
2011-07-01,North Dakota,404,947,2007,16,54,3594
2011-07-01,Ohio,0,15404,10937,415,649,29200
2011-07-01,Oklahoma,0,7373,6184,245,536,17504
2011-07-01,Oregon,6,6289,6345,0,532,13172
2011-07-01,Pennsylvania,143,0,45503,0,40,45686
2011-07-01,Rhode Island,0,570,437,11,87,1105
2011-07-01,South Carolina,3854,4797,3631,114,175,14201
2011-07-01,South Dakota,0,1227,2133,25,73,3759
2011-07-01,Tennessee,8077,12455,8834,0,518,29884
2011-07-01,Texas,12270,28000,24870,760,1607,77160
2011-07-01,Utah,125275,1956,2536,0,145,129912
2011-07-01,Vermont,0,731,777,16,27,1551
2011-07-01,Virginia,0,13419,9388,0,464,23271
2011-07-01,Washington,7107,9471,7452,393,377,27113
2011-07-01,West Virginia,231,3890,4236,70,276,11387
2011-07-01,Wisconsin,19,7359,6356,110,23,14162
2011-07-01,Wyoming,231,1269,1485,20,58,3423
2011-06-01,Alabama,402,9388,7951,153,423,21639
2011-06-01,Alaska,0,2201,2254,66,112,5011
2011-06-01,Arizona,2737,7204,4908,220,329,16921
2011-06-01,Arkansas,3210,3496,3390,64,223,12967
2011-06-01,California,26673,24632,24012,0,0,75317
2011-06-01,Colorado,0,10394,9130,0,2850,22374
2011-06-01,Connecticut,8546,3866,2510,94,0,15027
2011-06-01,Delaware,0,732,597,18,34,1381
2011-06-01,Florida,0,27744,13091,0,1470,45007
2011-06-01,Georgia,7281,7746,5227,114,282,23612
2011-06-01,Hawaii,1024,0,0,0,0,1024
2011-06-01,Idaho,1267,1918,3067,46,105,7309
2011-06-01,Illinois,39691,9059,7372,0,425,56547
2011-06-01,Indiana,6450,8876,6861,251,321,23206
2011-06-01,Iowa,7161,43,1803,8,3,9134
2011-06-01,Kansas,1680,3434,3369,87,196,9557
2011-06-01,Kentucky,168982,5729,5255,89,408,183978
2011-06-01,Louisiana,0,7322,5973,147,324,15573
2011-06-01,Maine,0,1945,2184,31,100,4489
2011-06-01,Maryland,0,3277,2896,16,9,6397
2011-06-01,Massachusetts,6739,3143,1598,77,85,11643
2011-06-01,Michigan,15143,1177,6719,90,31,23436
2011-06-01,Minnesota,9405,4862,6241,154,209,21508
2011-06-01,Mississippi,453,3541,3283,63,203,9714
2011-06-01,Missouri,2149,11684,7896,258,487,24461
2011-06-01,Montana,542,2154,3325,42,172,7534
2011-06-01,Nebraska,1884,73,1357,9,2,3407
2011-06-01,Nevada,1357,3756,2919,0,278,8731
2011-06-01,New Hampshire,2372,2373,1941,10,9,6730
2011-06-01,New Jersey,0,2586,1806,0,79,4471
2011-06-01,New Mexico,660,3492,2877,82,171,8248
2011-06-01,New York,3349,4850,8697,225,73,17222
2011-06-01,North Carolina,12014,241,7371,158,123,23829
2011-06-01,North Dakota,332,895,2010,17,45,3453
2011-06-01,Ohio,2,15226,9991,370,591,27715
2011-06-01,Oklahoma,0,7401,5743,208,504,16926
2011-06-01,Oregon,32,7074,7264,0,640,15010
2011-06-01,Pennsylvania,205,1,46047,0,150,46403
2011-06-01,Rhode Island,0,605,493,18,79,1195
2011-06-01,South Carolina,4244,5043,3281,148,175,14435
2011-06-01,South Dakota,0,1349,2127,35,68,3871
2011-06-01,Tennessee,5343,12513,7998,0,534,26388
2011-06-01,Texas,16669,28911,23268,766,1500,79768
2011-06-01,Utah,111880,2109,2798,0,140,116927
2011-06-01,Vermont,0,801,872,10,28,1711
2011-06-01,Virginia,0,10945,7884,0,450,19279
2011-06-01,Washington,7520,9852,7829,407,381,28038
2011-06-01,West Virginia,0,3924,3799,63,294,10610
2011-06-01,Wisconsin,0,6548,6686,111,14,13675
2011-06-01,Wyoming,336,1379,1541,26,65,3714
2011-05-01,Alabama,367,8950,7192,151,430,20125
2011-05-01,Alaska,0,2370,2530,54,139,5481
2011-05-01,Arizona,2170,7868,5278,253,303,17228
2011-05-01,Arkansas,3201,3659,3438,43,255,12861
2011-05-01,California,20807,22849,22801,0,0,66457
2011-05-01,Colorado,1,11276,9670,0,3579,24526
2011-05-01,Connecticut,8576,4046,2754,80,0,15458
2011-05-01,Delaware,0,743,624,18,27,1412
2011-05-01,Florida,0,27882,12952,0,1306,44317
2011-05-01,Georgia,7002,7930,5154,113,302,23106
2011-05-01,Hawaii,1041,0,0,0,0,1046
2011-05-01,Idaho,1259,1989,3283,46,120,7507
2011-05-01,Illinois,37301,9700,8132,0,482,55615
2011-05-01,Indiana,7484,8658,7073,241,300,24145
2011-05-01,Iowa,9298,46,1809,6,5,11264
2011-05-01,Kansas,1333,3852,3713,73,229,9818
2011-05-01,Kentucky,165851,5872,5437,96,388,180713
2011-05-01,Louisiana,0,6884,5585,128,275,14440
2011-05-01,Maine,0,1926,2376,38,109,4680
2011-05-01,Maryland,0,3630,3093,26,9,6920
2011-05-01,Massachusetts,6994,3308,1533,110,84,12030
2011-05-01,Michigan,17129,1222,7634,104,38,26415
2011-05-01,Minnesota,12372,5661,6988,144,179,25879
2011-05-01,Mississippi,417,3738,3252,60,193,9594
2011-05-01,Missouri,2391,12186,8850,254,497,25846
2011-05-01,Montana,687,2340,3613,41,168,8102
2011-05-01,Nebraska,2041,78,1555,9,3,3768
2011-05-01,Nevada,1678,4375,3208,0,275,9903
2011-05-01,New Hampshire,1805,2341,2134,10,3,6348
2011-05-01,New Jersey,0,2733,1908,0,103,4744
2011-05-01,New Mexico,435,3627,2940,106,168,8107
2011-05-01,New York,3591,5153,9953,250,80,19043
2011-05-01,North Carolina,12226,222,7265,180,128,23166
2011-05-01,North Dakota,412,1086,2288,17,55,4020
2011-05-01,Ohio,0,17056,10842,359,641,30264
2011-05-01,Oklahoma,0,7472,5659,206,467,16468
2011-05-01,Oregon,28,8047,8145,0,624,16844
2011-05-01,Pennsylvania,214,3,48124,0,60,48401
2011-05-01,Rhode Island,0,625,471,8,87,1191
2011-05-01,South Carolina,4838,4951,3294,70,178,14728
2011-05-01,South Dakota,0,1464,2445,37,88,4300
2011-05-01,Tennessee,12334,12655,7927,0,491,33407
2011-05-01,Texas,17793,29323,24239,767,1382,81733
2011-05-01,Utah,150913,2268,3094,0,140,156415
2011-05-01,Vermont,0,895,887,15,36,1833
2011-05-01,Virginia,0,11938,8266,0,455,20659
2011-05-01,Washington,8441,10296,8059,423,344,29384
2011-05-01,West Virginia,0,4023,4109,58,232,10691
2011-05-01,Wisconsin,0,6414,7485,141,9,14313
2011-05-01,Wyoming,413,1435,1768,39,75,4021
2011-04-01,Alabama,360,9332,8242,175,416,21718
2011-04-01,Alaska,0,3008,3560,105,172,7213
2011-04-01,Arizona,2354,9411,6361,273,379,20312
2011-04-01,Arkansas,3239,4180,4296,67,287,14440
2011-04-01,California,26912,30345,29788,0,0,87052
2011-04-01,Colorado,0,12616,11577,0,4173,28366
2011-04-01,Connecticut,8726,4600,3579,116,0,17025
2011-04-01,Delaware,0,898,738,21,25,1682
2011-04-01,Florida,0,30697,14985,0,1399,49574
2011-04-01,Georgia,7314,8447,6021,132,360,25173
2011-04-01,Hawaii,1025,0,0,0,0,1025
2011-04-01,Idaho,1140,2434,4051,60,135,8688
2011-04-01,Illinois,47216,11468,9467,0,516,68667
2011-04-01,Indiana,8361,10938,9339,285,408,29792
2011-04-01,Iowa,12477,59,2984,21,1,15666
2011-04-01,Kansas,895,5097,4813,165,297,12000
2011-04-01,Kentucky,164997,7336,7619,130,451,184195
2011-04-01,Louisiana,0,7733,5914,150,306,15795
2011-04-01,Maine,0,2459,2865,45,116,5735
2011-04-01,Maryland,0,4226,4002,35,19,8500
2011-04-01,Massachusetts,7030,4001,2211,97,116,13456
2011-04-01,Michigan,20787,1640,10169,135,36,33074
2011-04-01,Minnesota,12712,7478,11302,215,255,32612
2011-04-01,Mississippi,392,4367,3689,64,205,10880
2011-04-01,Missouri,2638,14435,11840,298,545,31760
2011-04-01,Montana,796,2637,4230,49,204,9246
2011-04-01,Nebraska,2758,144,1878,8,5,4888
2011-04-01,Nevada,1440,4410,3383,0,277,9911
2011-04-01,New Hampshire,1949,3045,2850,10,17,7879
2011-04-01,New Jersey,0,2874,2363,0,89,5327
2011-04-01,New Mexico,562,3988,3516,109,175,9344
2011-04-01,New York,3068,6408,13721,375,110,23702
2011-04-01,North Carolina,13480,295,8863,254,132,26486
2011-04-01,North Dakota,416,1347,3022,20,48,5014
2011-04-01,Ohio,0,21622,14325,472,822,39009
2011-04-01,Oklahoma,0,9396,7599,351,557,20910
2011-04-01,Oregon,46,8906,9231,0,741,18924
2011-04-01,Pennsylvania,182,2,61720,0,118,62023
2011-04-01,Rhode Island,0,835,617,19,89,1560
2011-04-01,South Carolina,4135,6075,4063,87,198,16096
2011-04-01,South Dakota,0,1880,3050,42,108,5359
2011-04-01,Tennessee,10162,13983,9779,0,575,34499
2011-04-01,Texas,18921,31570,25708,898,1564,87448
2011-04-01,Utah,100077,3009,3589,0,183,106858
2011-04-01,Vermont,0,1039,1508,18,46,2611
2011-04-01,Virginia,0,15008,10407,0,507,25922
2011-04-01,Washington,9175,11843,9640,465,428,33741
2011-04-01,West Virginia,0,5067,5560,103,319,13548
2011-04-01,Wisconsin,0,7165,11960,196,14,19630
2011-04-01,Wyoming,374,1650,1870,46,86,4346
2011-03-01,Alabama,540,12176,10579,230,534,27452
2011-03-01,Alaska,0,2654,3017,130,156,6324
2011-03-01,Arizona,3106,11393,7362,337,402,24362
2011-03-01,Arkansas,3205,6184,5909,85,313,19153
2011-03-01,California,23865,29994,30323,0,0,84183
2011-03-01,Colorado,32,14811,13223,0,4167,32233
2011-03-01,Connecticut,9954,5267,4147,83,0,19479
2011-03-01,Delaware,0,1215,855,26,25,2121
2011-03-01,Florida,0,35962,17283,0,1614,57319
2011-03-01,Georgia,10943,12130,8096,144,477,34903
2011-03-01,Hawaii,1224,0,0,0,0,1226
2011-03-01,Idaho,1164,3003,4379,77,143,9694
2011-03-01,Illinois,53286,14745,12428,0,656,81115
2011-03-01,Indiana,9796,15597,11489,468,442,38315
2011-03-01,Iowa,20254,91,4095,22,10,24621
2011-03-01,Kansas,908,7648,6940,218,423,17046
2011-03-01,Kentucky,161429,9757,9133,139,520,184546
2011-03-01,Louisiana,0,9488,7465,206,394,19561
2011-03-01,Maine,0,2931,3350,76,159,6751
2011-03-01,Maryland,167,5037,4274,32,15,9754
2011-03-01,Massachusetts,8175,4439,2536,136,116,15402
2011-03-01,Michigan,24973,1859,12837,145,59,40176
2011-03-01,Minnesota,15131,7850,11543,239,314,35730
2011-03-01,Mississippi,444,5510,5256,82,256,13865
2011-03-01,Missouri,3227,18610,13979,393,721,39100
2011-03-01,Montana,853,3072,4283,58,224,9800
2011-03-01,Nebraska,3711,164,2463,19,4,6471
2011-03-01,Nevada,1299,5549,4111,0,344,11807
2011-03-01,New Hampshire,2464,3272,2586,17,22,8374
2011-03-01,New Jersey,0,3052,2530,0,101,5686
2011-03-01,New Mexico,653,4532,4054,148,233,10732
2011-03-01,New York,3370,7472,14201,419,112,25590
2011-03-01,North Carolina,19384,356,10789,240,165,34691
2011-03-01,North Dakota,522,1473,2757,39,69,5026
2011-03-01,Ohio,0,26107,16404,623,893,45933
2011-03-01,Oklahoma,0,10439,8267,311,683,22825
2011-03-01,Oregon,143,9969,10516,0,768,21396
2011-03-01,Pennsylvania,231,0,71904,0,122,72258
2011-03-01,Rhode Island,0,947,675,21,113,1756
2011-03-01,South Carolina,6396,8202,5130,109,212,21669
2011-03-01,South Dakota,0,2256,3395,46,111,6115
2011-03-01,Tennessee,17760,18753,11979,0,698,49190
2011-03-01,Texas,15224,39750,29342,972,1848,97274
2011-03-01,Utah,11941,3114,3983,0,175,19213
2011-03-01,Vermont,0,1226,1538,28,43,2835
2011-03-01,Virginia,0,18229,11780,0,584,30593
2011-03-01,Washington,10373,14066,10800,598,460,38679
2011-03-01,West Virginia,2,6516,6212,127,334,15674
2011-03-01,Wisconsin,0,8867,13950,211,15,23330
2011-03-01,Wyoming,571,2055,2079,37,103,5184
2011-02-01,Alabama,429,13689,11452,147,723,31759
2011-02-01,Alaska,0,2152,2213,73,147,5016
2011-02-01,Arizona,2462,11824,6910,248,508,24293
2011-02-01,Arkansas,1827,6696,6462,64,521,20726
2011-02-01,California,19003,24348,24119,0,0,67480
2011-02-01,Colorado,3,13470,11548,0,3035,28056
2011-02-01,Connecticut,7255,4386,3402,103,0,15154
2011-02-01,Delaware,0,1011,794,33,40,1878
2011-02-01,Florida,1,37890,18121,0,1703,60661
2011-02-01,Georgia,9683,14936,9401,141,689,40229
2011-02-01,Hawaii,887,0,0,0,0,889
2011-02-01,Idaho,808,2623,3710,69,196,8804
2011-02-01,Illinois,36379,11644,10778,0,630,59431
2011-02-01,Indiana,6546,13991,9923,284,426,32083
2011-02-01,Iowa,17566,98,3332,26,7,21226
2011-02-01,Kansas,554,6796,6162,156,393,15363
2011-02-01,Kentucky,159327,11819,10032,132,869,188375
2011-02-01,Louisiana,0,10137,7948,141,488,21596
2011-02-01,Maine,0,2162,2379,52,105,5003
2011-02-01,Maryland,74,4183,4158,36,11,8759
2011-02-01,Massachusetts,6290,3293,1637,70,94,11390
2011-02-01,Michigan,18037,1541,9781,120,26,29976
2011-02-01,Minnesota,9898,6272,8218,183,258,25707
2011-02-01,Mississippi,377,6920,6109,105,374,17673
2011-02-01,Missouri,1811,16363,12602,358,757,35225
2011-02-01,Montana,705,2479,3348,45,258,8786
2011-02-01,Nebraska,3161,117,2170,8,8,5627
2011-02-01,Nevada,879,5043,3362,0,332,10209
2011-02-01,New Hampshire,2283,2685,1941,8,8,6939
2011-02-01,New Jersey,0,2467,1950,0,80,4498
2011-02-01,New Mexico,525,4609,3979,113,339,11305
2011-02-01,New York,2795,5940,11375,363,92,20575
2011-02-01,North Carolina,18129,359,12774,279,295,38046
2011-02-01,North Dakota,364,1268,2264,16,57,4196
2011-02-01,Ohio,0,24197,14456,579,1147,43281
2011-02-01,Oklahoma,0,10419,8244,292,843,24262
2011-02-01,Oregon,92,9061,9173,0,781,19107
2011-02-01,Pennsylvania,184,0,59739,0,218,60141
2011-02-01,Rhode Island,0,812,596,27,94,1529
2011-02-01,South Carolina,4409,10531,5714,142,346,23822
2011-02-01,South Dakota,0,1915,3108,34,108,5636
2011-02-01,Tennessee,6072,21069,13707,0,861,41709
2011-02-01,Texas,9592,41341,29888,868,2426,98234
2011-02-01,Utah,141674,2916,3402,0,230,148222
2011-02-01,Vermont,0,1119,1150,20,37,2326
2011-02-01,Virginia,0,19068,12222,0,625,31915
2011-02-01,Washington,8759,12701,9663,442,570,35059
2011-02-01,West Virginia,26,6537,6450,106,597,18145
2011-02-01,Wisconsin,0,7023,9639,141,11,17288
2011-02-01,Wyoming,415,1556,1908,27,118,4591
2011-01-01,Alabama,423,10128,9747,158,488,24683
2011-01-01,Alaska,0,1794,1892,75,108,4193
2011-01-01,Arizona,2219,9310,6084,191,362,19927
2011-01-01,Arkansas,1893,4545,5179,62,272,14629
2011-01-01,California,22856,23418,22708,0,0,68984
2011-01-01,Colorado,1243,11705,10191,0,3284,26423
2011-01-01,Connecticut,6065,3956,3241,50,0,13324
2011-01-01,Delaware,0,845,646,20,32,1543
2011-01-01,Florida,0,32684,16731,0,1420,53396
2011-01-01,Georgia,7872,9240,7227,100,361,27893
2011-01-01,Hawaii,870,0,0,0,0,870
2011-01-01,Idaho,742,2023,3135,45,142,6990
2011-01-01,Illinois,43982,10486,9844,0,502,64814
2011-01-01,Indiana,8743,11783,8704,359,480,30541
2011-01-01,Iowa,24976,86,3028,27,4,28239
2011-01-01,Kansas,1352,5676,5696,146,299,13993
2011-01-01,Kentucky,158538,7773,7003,116,494,177464
2011-01-01,Louisiana,0,8332,9008,159,339,19895
2011-01-01,Maine,0,1953,2308,74,88,4669
2011-01-01,Maryland,40,3620,3639,29,15,7521
2011-01-01,Massachusetts,6955,3305,1646,87,71,12065
2011-01-01,Michigan,16863,1389,7927,103,36,26610
2011-01-01,Minnesota,10907,5154,6960,129,190,23965
2011-01-01,Mississippi,370,4208,5596,64,235,12934
2011-01-01,Missouri,1868,14075,11247,270,567,30010
2011-01-01,Montana,716,1850,2760,30,160,6843
2011-01-01,Nebraska,3017,139,2296,10,5,5577
2011-01-01,Nevada,888,4324,3067,0,272,9020
2011-01-01,New Hampshire,2134,2597,1842,9,10,6602
2011-01-01,New Jersey,0,2268,1759,0,66,4094
2011-01-01,New Mexico,522,3527,3147,97,180,8568
2011-01-01,New York,2596,5387,9811,304,67,18184
2011-01-01,North Carolina,14564,297,9911,166,161,28745
2011-01-01,North Dakota,278,930,2094,18,43,3509
2011-01-01,Ohio,0,18305,11163,417,691,32445
2011-01-01,Oklahoma,0,10078,7959,227,569,21901
2011-01-01,Oregon,52,7234,7247,0,520,15053
2011-01-01,Pennsylvania,505,0,48470,0,148,49123
2011-01-01,Rhode Island,0,669,495,16,79,1259
2011-01-01,South Carolina,3211,6022,4495,98,177,15559
2011-01-01,South Dakota,0,1605,3000,33,92,5062
2011-01-01,Tennessee,10749,15601,10436,0,517,37303
2011-01-01,Texas,10252,34251,28911,774,1643,85642
2011-01-01,Utah,150498,2628,3024,0,123,156273
2011-01-01,Vermont,0,800,822,19,27,1668
2011-01-01,Virginia,0,13928,10089,0,465,24482
2011-01-01,Washington,8362,10723,8083,421,372,30026
2011-01-01,West Virginia,43,4288,4997,82,316,12306
2011-01-01,Wisconsin,0,5558,7388,118,7,13328
2011-01-01,Wyoming,430,1167,1414,32,66,3455
2010-12-01,Alabama,413,13978,24298,152,569,43266
2010-12-01,Alaska,0,2553,3950,93,146,7036
2010-12-01,Arizona,2082,9943,9814,219,431,23942
2010-12-01,Arkansas,2582,5816,12455,62,257,23821
2010-12-01,California,24901,24519,32100,0,0,81522
2010-12-01,Colorado,1381,13951,16894,0,2467,34693
2010-12-01,Connecticut,6791,4371,4349,32,0,15546
2010-12-01,Delaware,0,1003,1355,20,32,2410
2010-12-01,Florida,30,34196,27204,0,1564,65408
2010-12-01,Georgia,6922,12171,18708,122,516,41531
2010-12-01,Hawaii,933,0,0,0,0,934
2010-12-01,Idaho,562,2652,5717,61,123,9918
2010-12-01,Illinois,42861,11217,14646,0,536,69260
2010-12-01,Indiana,8506,11672,15692,236,465,37028
2010-12-01,Iowa,9804,76,6065,16,5,16089
2010-12-01,Kansas,1297,6722,10496,126,370,19964
2010-12-01,Kentucky,157541,10109,16321,103,567,188188
2010-12-01,Louisiana,0,10731,22440,135,471,35873
2010-12-01,Maine,0,2281,4165,40,116,6833
2010-12-01,Maryland,0,3425,6020,21,16,9646
2010-12-01,Massachusetts,6103,3378,2213,89,102,11887
2010-12-01,Michigan,15596,1559,14969,104,48,32584
2010-12-01,Minnesota,9201,5236,11147,145,232,26439
2010-12-01,Mississippi,322,5900,17019,98,354,26488
2010-12-01,Missouri,1549,15736,19623,270,659,39676
2010-12-01,Montana,518,2666,5315,38,180,9871
2010-12-01,Nebraska,2877,172,4618,15,5,7793
2010-12-01,Nevada,1158,5046,4759,0,311,11649
2010-12-01,New Hampshire,2432,2809,2747,15,7,8022
2010-12-01,New Jersey,0,2004,2778,0,65,4848
2010-12-01,New Mexico,501,4431,5658,98,241,11905
2010-12-01,New York,2606,5392,16569,285,87,24956
2010-12-01,North Carolina,12712,361,22141,178,147,39333
2010-12-01,North Dakota,154,984,3091,16,51,4425
2010-12-01,Ohio,0,21429,22061,375,766,46461
2010-12-01,Oklahoma,0,11050,14617,232,672,29658
2010-12-01,Oregon,48,8088,12091,0,568,20795
2010-12-01,Pennsylvania,188,0,63195,0,126,63510
2010-12-01,Rhode Island,0,746,606,16,88,1456
2010-12-01,South Carolina,3214,7545,11109,108,213,23732
2010-12-01,South Dakota,0,1826,4931,26,96,7178
2010-12-01,Tennessee,9484,18915,22001,0,702,51102
2010-12-01,Texas,10633,43197,60696,728,1975,126861
2010-12-01,Utah,25888,3663,6960,0,179,36690
2010-12-01,Vermont,0,916,1391,10,27,2344
2010-12-01,Virginia,0,14577,17746,0,538,32861
2010-12-01,Washington,6632,12032,12873,366,387,34198
2010-12-01,West Virginia,31,5752,10146,91,285,18577
2010-12-01,Wisconsin,0,5978,11367,123,10,17665
2010-12-01,Wyoming,330,1783,2838,24,84,5379
2010-11-01,Alabama,381,9943,17513,122,487,32668
2010-11-01,Alaska,0,1783,2776,80,116,5035
2010-11-01,Arizona,1978,7006,6547,171,314,17575
2010-11-01,Arkansas,1971,3899,10722,57,286,20782
2010-11-01,California,20531,18478,24984,0,0,63995
2010-11-01,Colorado,1942,9975,12773,0,2944,27634
2010-11-01,Connecticut,7102,3878,3972,48,0,15005
2010-11-01,Delaware,0,805,1212,15,26,2058
2010-11-01,Florida,0,27691,19404,0,1366,50550
2010-11-01,Georgia,6046,7602,11566,93,394,29045
2010-11-01,Hawaii,800,0,0,0,0,800
2010-11-01,Idaho,572,1692,3661,29,100,6874
2010-11-01,Illinois,40322,9128,13938,0,518,63906
2010-11-01,Indiana,7193,8862,14956,185,398,32292
2010-11-01,Iowa,6884,40,6199,10,5,13273
2010-11-01,Kansas,877,4980,8773,106,293,16070
2010-11-01,Kentucky,156871,6776,13152,91,502,181908
2010-11-01,Louisiana,0,7413,16069,108,350,26317
2010-11-01,Maine,0,1855,3824,34,90,6065
2010-11-01,Maryland,0,3175,6327,23,11,9827
2010-11-01,Massachusetts,6635,2569,2280,49,75,11609
2010-11-01,Michigan,14220,1303,17554,88,46,33796
2010-11-01,Minnesota,6948,4196,11475,100,152,23577
2010-11-01,Mississippi,294,4088,13772,114,247,21845
2010-11-01,Missouri,1567,11684,17214,240,528,34075
2010-11-01,Montana,477,1767,3879,20,159,7676
2010-11-01,Nebraska,2516,91,3930,14,3,6709
2010-11-01,Nevada,1258,3774,3365,0,245,9052
2010-11-01,New Hampshire,1856,2412,2639,10,6,6942
2010-11-01,New Jersey,0,2102,2903,0,81,5087
2010-11-01,New Mexico,431,3186,3819,70,200,8812
2010-11-01,New York,2263,4811,18366,218,78,25758
2010-11-01,North Carolina,11839,275,16136,158,141,32825
2010-11-01,North Dakota,361,792,3071,13,54,4490
2010-11-01,Ohio,0,16886,22161,333,644,42549
2010-11-01,Oklahoma,0,8321,11041,262,597,24250
2010-11-01,Oregon,25,5850,8826,0,452,15153
2010-11-01,Pennsylvania,204,1,67043,0,195,67443
2010-11-01,Rhode Island,0,652,570,16,93,1331
2010-11-01,South Carolina,2972,7017,8934,96,289,21016
2010-11-01,South Dakota,0,1312,4787,25,88,6566
2010-11-01,Tennessee,6200,14304,17217,0,579,38300
2010-11-01,Texas,11360,31451,40228,614,1622,95755
2010-11-01,Utah,10349,2500,4273,0,160,17282
2010-11-01,Vermont,0,629,1615,26,22,2292
2010-11-01,Virginia,0,12715,16299,0,478,29492
2010-11-01,Washington,5720,9230,8812,272,333,26375
2010-11-01,West Virginia,3,3991,10722,59,331,19482
2010-11-01,Wisconsin,0,5242,15123,122,12,21043
2010-11-01,Wyoming,281,1082,1911,23,62,3708
2010-10-01,Alabama,398,8410,12198,108,433,25403
2010-10-01,Alaska,0,2399,3513,88,194,6817
2010-10-01,Arizona,2021,7142,5384,159,320,16732
2010-10-01,Arkansas,1885,3462,7811,55,262,16979
2010-10-01,California,25131,21351,22352,0,0,68851
2010-10-01,Colorado,2141,10017,11714,0,1530,25402
2010-10-01,Connecticut,6695,3782,3840,33,0,14371
2010-10-01,Delaware,0,735,947,10,28,1720
2010-10-01,Florida,0,26902,15965,0,1358,46464
2010-10-01,Georgia,6742,7606,10062,87,368,28899
2010-10-01,Hawaii,910,0,0,0,0,913
2010-10-01,Idaho,708,1798,4213,31,124,8121
2010-10-01,Illinois,42642,8918,10462,0,362,62384
2010-10-01,Indiana,8025,9477,11402,240,348,30124
2010-10-01,Iowa,6529,42,4289,8,6,11029
2010-10-01,Kansas,1304,4950,6760,114,288,14359
2010-10-01,Kentucky,155870,6796,9734,93,498,177281
2010-10-01,Louisiana,0,6792,14282,121,343,24310
2010-10-01,Maine,0,2141,5938,33,131,8605
2010-10-01,Maryland,3,2997,4430,18,17,7702
